"","site_code","Long","Lat","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_C13_delta_PDB","leaf_area_mm2","leaf_dry_mass_g","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","SLA_v2","Ntrt","Ptrt","Ktrt","Nfix","first_nutrient_year","site_name","continent","country","region","habitat","lifespan","lifeform","photosynthetic_pathway","max_cover","live_mass","precip.mean","tmp","par2_gs","aridity","Ntrt_fac","Ptrt_fac","Ktrt_fac","block_fac","trt_fac","sla_m2_g","lma","narea","nmass","spp_live_mass","delta","chi","fence","loglma","lognarea","lognmass","log_spp_live_mass"
"1289","kiny.au",143.75,-36.2,2011,2,14,"NK","Poaceae","STIPA SP.",5,4.060314583,47.52211746,-27.48258277,184,0.1897,545.31495,13.710097,26.8190407,3052.81328,41.177813,11802.0887,2004.24035,66.792171,4.8638767,26.541037,32.172394,0.066198146,0.012735896,969.9525567,1,0,1,"no",2008,"Kinypanial","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C3",0.5,302.9,408.4073172,15.5421131,787.4610128,0.2203,"1","0","1","2","NK",0.0009699525567,1030.978260836,41.860960672284,4.060314583,1.5145,20.0331453450899,0.691732094915481,"no",6.93826339828157,3.73435366640296,1.40126045410949,0.415085351485155
"1290","kiny.au",143.75,-36.2,2011,2,17,"Control","Poaceae","STIPA SP.",5,1.432432146,45.45409834,-28.76184105,32,0.0805,615.21989,11.9521293,24.5769778,3743.1369,41.431321,7313.5486,1799.9784,21.4270156,3.9704069,28.908744,41.113143,0.081499022,0.020477027,397.515528,0,0,0,"no",2008,"Kinypanial","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C3",5,246.9,408.4073172,15.5421131,787.4610128,0.2203,"0","0","0","2","Control",0.000397515528,2515.62499968555,36.0346211683082,1.432432146,12.345,21.3766735364326,0.751180244974895,"no",7.83027656048193,3.58448017543945,0.359373800945613,2.51325112279714
"1293","kiny.au",143.75,-36.2,2011,3,23,"NPK","Poaceae","STIPA SP.",5,2.202253841,46.95554751,-28.49031161,115,0.1442,842.30531,12.36586,19.72116865,2356.885355,41.7823385,10266.04185,1372.13485,19.8139126,3.4671969,21.2359865,23.39763395,0.057025639,0.024850623,797.5034674,1,1,1,"no",2008,"Kinypanial","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C3",0.5,205.4,408.4073172,15.5421131,787.4610128,0.2203,"1","1","1","3","NPK",0.0007975034674,1253.91304348829,27.6143481630209,2.202253841,1.027,21.0912066599736,0.738548967255467,"no",7.13402437547774,3.31833549862122,0.789481309131573,0.0266419309464213
"1294","kiny.au",143.75,-36.2,2011,3,24,"N","Poaceae","STIPA SP.",5,2.98252431,44.25872879,-27.17984904,412,0.271,948.02778,13.4326065,9.25234395,2643.14748,51.871548,14682.92325,1096.074135,29.6756595,4.7401389,27.086508,18.25905045,0.073824012,0.049990541,1520.295203,1,0,0,"no",2008,"Kinypanial","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C3",20,280,408.4073172,15.5421131,787.4610128,0.2203,"1","0","0","3","N",0.001520295203,657.766990270507,19.6180603879732,2.98252431,56,19.7157193146882,0.677686695340188,"no",6.48885075048076,2.97645059032952,1.09277002583685,4.02535169073515
"1295","kiny.au",143.75,-36.2,2011,3,26,"K","Poaceae","STIPA SP.",5,2.459649409,46.88816519,-27.00606696,168,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852.7918782,0,0,1,"no",2008,"Kinypanial","Australia","AU","Australia","semiarid grassland","PERENNIAL","GRASS","C3",0.5,258.4,408.4073172,15.5421131,787.4610128,0.2203,"0","0","1","3","K",0.0008527918782,1172.61904758136,28.8423174736563,2.459649409,1.292,19.5335924661091,0.669627985226066,"no",7.06699502828472,3.36184366541777,0.90001882312114,0.25619140536041
"1297","konz.us",-96.582821,39.070856,2011,3,28,"NP","Apocynaceae","APOCYNUM CANNABINUM",0,1.390716343,51.98931969,-28.32716145,1760.481,0.1976,727.7151,63.23004,6.175847,23872.663,96.150485,5420.5993,3406.9219,63.6098,3.014345,9.7906875,51.93218,0.15641365,0.173241765,8909.316802,1,1,0,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","FORB","C3",20,798.2,871.9560976,15.45376218,907.209304,0.5763,"1","1","0","3","NP",0.008909316802,112.242052025304,1.56096856123447,1.390716343,159.64,20.9197588360437,0.730962780355915,"no",4.72065771810485,0.445306501186,0.329818969069245,5.07292128018053
"1298","konz.us",-96.582821,39.070856,2011,2,12,"PK","Asteraceae","SOLIDAGO MISSOURIENSIS",0,1.458788196,51.29751411,-30.5298617,1069.596,0.0863,1463.66625,44.6964,9.4862475,20294.1375,189.2085,9652.92,1803.11475,61.45755,7.0824075,77.490975,41.668125,0.3817035,0.30259275,12393.92816,0,1,1,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","FORB","C3",25,400.2,871.9560976,15.45376218,907.209304,0.5763,"0","1","1","2","PK",0.01239392816,80.6846697100752,1.17701843771216,1.458788196,100.05,23.2393560254542,0.833599824135141,"no",4.39054859081209,0.162984493161532,0.377606088337529,4.60567006102974
"1309","konz.us",-96.582821,39.070856,2011,2,17,"K","Asteraceae","SYMPHYOTRICHUM OBLONGIFOLIUM",0,1.594817695,47.46771938,-30.30646347,500.384,0.0474,1284.1305,80.07585,1.0271655,15686.44,92.137,36280.68,1552.2075,71.8113,14.285865,85.30775,29.4931,0.1493175,0.6549135,10556.62447,0,0,1,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","FORB","C3",20,520,871.9560976,15.45376218,907.209304,0.5763,"0","0","1","2","K",0.01055662447,94.7272494955009,1.51072693694105,1.594817695,104,23.0036218966897,0.823169110472997,"no",4.55100170426588,0.412590950176463,0.466759431898673,4.64439089914137
"1310","konz.us",-96.582821,39.070856,2011,3,21,"Control","Asteraceae","SYMPHYOTRICHUM OBLONGIFOLIUM",0,1.958635943,48.11896944,-29.52641345,574.97,0.0583,1595.43,86.3379,1.843722,17267.58,108.78165,35938.215,2773.791,47.6577,12.581325,61.3035,27.27621,0.159543,0.315495,9862.264151,0,0,0,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","FORB","C3",30,359.3,871.9560976,15.45376218,907.209304,0.5763,"0","0","0","3","Control",0.009862264151,101.396594604354,1.98599014689887,1.958635943,107.79,22.1813491354522,0.786785359975759,"no",4.61903950680964,0.686117604331155,0.672248283509603,4.68018488979354
"1311","konz.us",-96.582821,39.070856,2011,3,26,"PK","Asteraceae","SYMPHYOTRICHUM OBLONGIFOLIUM",0,1.732751879,47.75770483,-29.75373297,669.728,0.0499,5645.351,79.31111,3.631025,18464.655,130.955,37722.183,2982.4406,43.92945,11.669281,89.23988,40.615098,0.1659557,1.1409752,13421.40281,0,1,1,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","FORB","C3",30,308.2,871.9560976,15.45376218,907.209304,0.5763,"0","1","1","3","PK",0.01342140281,74.5078598829417,1.29103634212436,1.732751879,92.46,22.4208365537853,0.797382148397582,"no",4.31090462160504,0.255445261835727,0.549710826218774,4.52677611856008
"1312","konz.us",-96.582821,39.070856,2011,1,6,"PK","Cyperaceae","CAREX MEADII",0,1.349683309,47.18523881,-28.03552322,3463.168,0.2796,854.284425,12.89801975,1.183635725,4676.0335,52.7292375,17734.48225,1097.5231,76.4161075,2.62584525,31.378025,10.5552845,0.099324425,0.446606025,12386.15165,0,1,1,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","SEDGE","C3",20,483.9,871.9560976,15.45376218,907.209304,0.5763,"0","1","1","1","PK",0.01238615165,80.7353266985069,1.08967122891637,1.349683309,96.78,20.6134315591196,0.717408476067238,"no",4.39117623287902,0.0858760258957603,0.29986997900483,4.57244036136517
"1314","konz.us",-96.582821,39.070856,2011,2,16,"NPK","Cyperaceae","CAREX MEADII",0,1.905754397,49.78884313,-27.35382201,2122.344,0.2069,883.9557,11.7417735,0.6224904,2623.3524,55.651995,16207.4655,933.01065,42.57873,3.3226875,24.11667,6.9281055,0.058648455,0.16263045,10257.82504,1,1,1,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","SEDGE","C3",24,943.2,871.9560976,15.45376218,907.209304,0.5763,"1","1","1","2","NPK",0.01025782504,97.4865525684575,1.8578542620571,1.905754397,226.368,19.8981114077837,0.68575714193733,"no",4.57971444611684,0.61942219924046,0.64487793911171,5.42216199358301
"1315","konz.us",-96.582821,39.070856,2011,2,18,"Control","Cyperaceae","CAREX MEADII",0,1.389098661,47.86631213,-27.70190132,1752.69,0.1938,795.6234,11.7809835,0.55754985,3666.663,75.69276,14166.438,1312.3539,90.46323,2.9706105,19.6664325,8.574423,0.11009427,0.15011139,9043.80805,0,0,0,"no",2008,"Konza LTER","North America","US","Central plains (North America)","tallgrass prairie","PERENNIAL","SEDGE","C3",25,620.4,871.9560976,15.45376218,907.209304,0.5763,"0","0","0","2","Control",0.00904380805,110.572890807872,1.53596654564114,1.389098661,155.1,20.2632313554325,0.701912891833298,"no",4.70567494880757,0.429159854306737,0.32865509148726,5.04407007018249
"1385","lancaster.uk",-2.628417566,53.98562471,2011,3,26,"NPK","Caryophyllaceae","CERASTIUM FONTANUM",5,3.775510761,41.67523145,-27.57445548,335.676,0.0164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20468.04878,1,1,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","BIENNIAL","HERB","C3",7,205.9,1188.909756,9.088636364,701.643883,2.3237,"1","1","1","3","NPK",0.02046804878,48.8566355664118,1.84458753327243,3.775510761,14.413,20.1295159205862,0.695996279671954,"no",3.88889020480977,0.612255693297473,1.3285356744758,2.66813057710097
"1386","lancaster.uk",-2.628417566,53.98562471,2011,1,3,"Control","Fabaceae","TRIFOLIUM REPENS",5,5.310797159,46.92587794,-28.98952886,781.485,0.0341,2823.54345,28.355106,3022.292,16580.369,107.61049,28711.774,4054.752,142.52641,9.817756,97.70826,18.452876,0.27477515,0.038506065,22917.44868,0,0,0,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",5,91.4,1188.909756,9.088636364,701.643883,2.3237,"0","0","0","1","Control",0.02291744868,43.6348746303814,2.31735968220351,5.310797159,4.57,21.61617148717,0.761777499432302,"no",3.7758567074676,0.840428469571324,1.66974194809181,1.51951320490611
"1387","lancaster.uk",-2.628417566,53.98562471,2011,1,9,"K","Fabaceae","TRIFOLIUM REPENS",5,5.270499804,46.94962947,-28.69536915,499.926,0.0219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22827.67123,0,0,1,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",13,223.2,1188.909756,9.088636364,701.643883,2.3237,"0","0","1","1","K",0.02282767123,43.8064833650576,2.30882061989466,5.270499804,29.016,21.3067749217763,0.748087385919307,"no",3.7797818284615,0.836736839998392,1.66212519752498,3.3678474019806
"1388","lancaster.uk",-2.628417566,53.98562471,2011,2,11,"NK","Fabaceae","TRIFOLIUM REPENS",5,5.690394145,45.22600556,-28.81114766,464.793,0.0191,2641.8843,27.463656,1054.7636,8149.0891,188.83525,29304.517,2282.908867,188.450795,15.301309,69.24713,7.946911,0.41272375,0.41946302,24334.71204,1,0,1,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",8,248.75,1188.909756,9.088636364,701.643883,2.3237,"1","0","1","2","NK",0.02433471204,41.0935620835068,2.33838565077181,5.690394145,19.9,21.4285281486265,0.753474696841883,"no",3.71585146892884,0.849460798451481,1.73877951551073,2.99071973173045
"1389","lancaster.uk",-2.628417566,53.98562471,2011,2,14,"Control","Fabaceae","TRIFOLIUM REPENS",5,6.142882092,48.36809186,-28.445472,428.161,0.0173,2710.89665,31.687187,1640.7104,12895.442,221.558785,29367.8455,2297.0913,117.224695,13.2557985,46.880204,11.3306725,0.4827326,0.20126757,24749.19075,0,0,0,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",10,178.55,1188.909756,9.088636364,701.643883,2.3237,"0","0","0","2","Control",0.02474919075,40.4053615369222,2.48205371805945,6.142882092,17.855,21.0440808114889,0.73646375272075,"no",3.69896248747169,0.909086329601974,1.81529402811837,2.88228358104641
"1390","lancaster.uk",-2.628417566,53.98562471,2011,2,16,"NP","Fabaceae","TRIFOLIUM REPENS",5,5.77207393,47.88894847,-28.97659331,376.242,0.0162,2883.4569,27.848035,1921.8257,9467.853,128.273365,28475.394,2607.6105,194.67285,12.293363,156.02562,9.67378,0.31822905,0.084023005,23224.81481,1,1,0,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",6,324.3,1188.909756,9.088636364,701.643883,2.3237,"1","1","0","2","NP",0.02322481481,43.0573939202919,2.48530460941058,5.77207393,19.458,21.6025619624397,0.761175308072553,"no",3.76253396804922,0.910395231276039,1.75303144921491,2.96825829655324
"1391","lancaster.uk",-2.628417566,53.98562471,2011,3,23,"NP","Fabaceae","TRIFOLIUM REPENS",5,6.940529764,49.31927722,-28.72674502,487.878,0.0218,3457.8252,36.27486,1813.743,9528.624,191.8548,40047.84,2667.9654,123.02874,14.786136,70.79886,9.341208,0.522792,0.2793978,22379.72477,1,1,0,"yes",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",25,285.45,1188.909756,9.088636364,701.643883,2.3237,"1","1","0","3","NP",0.02237972477,44.6833019743165,3.10125787306543,6.940529764,71.3625,21.3397670673294,0.749547215368556,"no",3.79959987420794,1.13180779469552,1.93737810647567,4.26777252129038
"1392","lancaster.uk",-2.628417566,53.98562471,2011,1,4,"NK","Juncaceae","JUNCUS EFFUSUS",5,1.211745042,48.96853409,-27.88603563,3814.981,1.2408,1194.3783,11.762594,619.9602,914.2699,31.8305,19303.974,712.75835,144.975685,5.5164705,80.335285,0.94683495,0.16478405,0.066280895,3074.613959,1,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",20,99.15,1188.909756,9.088636364,701.643883,2.3237,"1","0","1","1","NK",0.003074613959,325.244083756533,3.94112905931811,1.211745042,19.83,20.4564859253797,0.710463978999103,"no",5.7845759273933,1.37146724553714,0.192061504131924,2.9871959425317
"1393","lancaster.uk",-2.628417566,53.98562471,2011,2,15,"P","Juncaceae","JUNCUS EFFUSUS",0,1.035784564,47.90057907,-29.39650234,NA,1.6245,904.352,9.75723,987.9375,1311.502,20.3096,10181.145,559.2325,245.9665,3.97091,64.3776,1.516035,0.184415,0.0338174,NA,0,1,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",40,277.8,1188.909756,9.088636364,701.643883,2.3237,"0","1","0","2","P",NA,NA,NA,1.035784564,111.12,22.0445345515282,0.780731617324257,"no",NA,NA,0.0351591724057825,4.71061069844609
"1394","lancaster.uk",-2.628417566,53.98562471,2011,3,19,"K","Juncaceae","JUNCUS EFFUSUS",0,1.835450432,54.10420706,-27.7999527,NA,2.0319,1278.563333,12.41775333,755.9573333,1898.549333,31.95506667,14098.46,832.058,389.52,6.780533333,61.63793333,1.927042,0.111049267,0.0727104,NA,0,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","HERB","C3",35,177.1,1188.909756,9.088636364,701.643883,2.3237,"0","0","1","3","K",NA,NA,NA,1.835450432,61.985,20.3661301549908,0.706465936061539,"no",NA,NA,0.607289918414404,4.12689242029011
"1395","lancaster.uk",-2.628417566,53.98562471,2011,1,1,"NPK","Poaceae","AGROSTIS CAPILLARIS",5,4.613758778,47.42026559,-30.39223851,300.028,0.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34094.09091,1,1,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",45,189.55,1188.909756,9.088636364,701.643883,2.3237,"1","1","1","1","NPK",0.03409409091,29.3305958102756,1.35324293883629,4.613758778,85.2975,23.0941205293053,0.827173474748023,"no",3.37863119680538,0.302503888751382,1.52904287793409,4.44614514574457
"1396","lancaster.uk",-2.628417566,53.98562471,2011,1,2,"PK","Poaceae","AGROSTIS CAPILLARIS",5,4.59820406,47.45274354,-30.79365601,448.728,0.0221,4826.37675,15.3856625,200.239,3929.09725,113.92745,34906.5925,1381.2695,671.8065,11.8743625,244.79455,6.438965,0.5252715,0.21869705,20304.43439,0,1,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",40,231.2,1188.909756,9.088636364,701.643883,2.3237,"0","1","1","1","PK",0.02030443439,49.2503253620551,2.26463046036123,4.59820406,92.48,23.5178568024676,0.845922867365824,"no",3.89691597393242,0.817411593465837,1.52566580552151,4.52699240492407
"1397","lancaster.uk",-2.628417566,53.98562471,2011,1,3,"Control","Poaceae","AGROSTIS CAPILLARIS",5,4.558631976,48.35386005,-29.48973551,283.122,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31458,0,0,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",40,91.4,1188.909756,9.088636364,701.643883,2.3237,"0","0","0","1","Control",0.031458,31.7884163010999,1.44911691016594,4.558631976,36.56,22.1427184196684,0.785076036268515,"no",3.45910195616369,0.37095434342815,1.51702257325256,3.59895474658595
"1398","lancaster.uk",-2.628417566,53.98562471,2011,1,4,"NK","Poaceae","AGROSTIS CAPILLARIS",5,4.597985259,47.14399047,-31.43787436,1078.133,0.0384,2403.4329,12.994141,267.63735,3627.423,126.5709,26966.437,1448.1408,372.6417,16.176091,64.29896,6.007993,0.443116,0.18271464,28076.38021,1,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",50,99.15,1188.909756,9.088636364,701.643883,2.3237,"1","0","1","1","NK",0.02807638021,35.6171270128273,1.6376702497291,4.597985259,49.575,24.1986277798266,0.876045476983478,"no",3.57282661803441,0.493274652423054,1.52561822037674,3.90348667440586
"1399","lancaster.uk",-2.628417566,53.98562471,2011,1,6,"N","Poaceae","AGROSTIS CAPILLARIS",5,5.511256732,48.47529961,-29.42300053,417.076,0.0139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30005.46763,1,0,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",55,225.25,1188.909756,9.088636364,701.643883,2.3237,"1","0","0","1","N",0.03000546763,33.3272592959085,1.83675082153685,5.511256732,123.8875,22.0724378814853,0.781966277941829,"no",3.50637565959295,0.607998152795599,1.70679267919074,4.81937389573283
"1400","lancaster.uk",-2.628417566,53.98562471,2011,1,7,"NP","Poaceae","AGROSTIS CAPILLARIS",5,4.774254953,46.29331078,-29.97914351,263.456,0.0144,5506.1955,16.9259385,964.6836,4067.0394,129.24168,25876.11,2118.6933,826.7394,10.993875,129.774015,6.8115735,0.52191975,0.17460588,18295.55556,1,1,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",70,189.3,1188.909756,9.088636364,701.643883,2.3237,"1","1","0","1","NP",0.01829555556,54.6580833099337,2.60951624963937,4.774254953,132.51,22.658423644138,0.807894851510531,"no",4.00109711420515,0.959164859190344,1.56323793097328,4.88665811427654
"1401","lancaster.uk",-2.628417566,53.98562471,2011,1,8,"P","Poaceae","AGROSTIS CAPILLARIS",5,4.406070561,47.99919721,-30.8782488,683.351,0.0314,5476.6859,19.1228016,87.1901835,5375.888,104.6138205,22626.7286,1875.080935,377.27214,15.62127455,190.7240265,8.4334243,0.475430095,0.199171851,21762.7707,0,1,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",45,306.6,1188.909756,9.088636364,701.643883,2.3237,"0","1","0","1","P",0.0217627707,45.9500315371149,2.02459081232704,4.406070561,137.97,23.6071977248177,0.849876005522908,"no",3.82755453513693,0.705367612153367,1.48298326300453,4.92703627021994
"1402","lancaster.uk",-2.628417566,53.98562471,2011,1,9,"K","Poaceae","AGROSTIS CAPILLARIS",5,4.773523862,49.63142626,-30.43618556,286.949,0.0145,2705.08315,21.0604905,1016.9187,4568.4415,143.306625,26229.455,1334.79885,538.9818,14.5192565,105.786345,5.50893,0.49654815,0.3791732,19789.58621,0,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",45,223.2,1188.909756,9.088636364,701.643883,2.3237,"0","0","1","1","K",0.01978958621,50.5316275635255,2.41213929960186,4.773523862,100.44,23.1404939271157,0.829225395005121,"no",3.92259942863123,0.880514029934403,1.56308478729126,4.60956053428938
"1403","lancaster.uk",-2.628417566,53.98562471,2011,2,11,"NK","Poaceae","AGROSTIS CAPILLARIS",5,4.774462127,49.74693851,-29.80984462,302.332,0.0124,2605.4075,22.8427125,665.1575,5234.44625,111.912625,27432.15,1524.09125,350.961375,12.084275,98.8035,5.771,0.42262625,0.200268625,24381.6129,1,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",40,248.75,1188.909756,9.088636364,701.643883,2.3237,"1","0","1","2","NK",0.0243816129,41.0145138511325,1.95822243039549,4.774462127,99.5,22.4799690030431,0.799998628453236,"no",3.71392600043146,0.672037138471091,1.56328132402772,4.60015764416455
"1404","lancaster.uk",-2.628417566,53.98562471,2011,2,12,"N","Poaceae","AGROSTIS CAPILLARIS",5,3.872168518,49.21370607,-29.5464516,272.431,0.0122,1591.20535,13.719748,1371.9748,2419.1636,62.10302,16054.7625,1044.2362,290.09295,7.007504,82.549775,3.577567,0.3055941,0.075020645,22330.40984,1,0,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",70,338.45,1188.909756,9.088636364,701.643883,2.3237,"1","0","0","2","N",0.02233040984,44.7819814846712,1.73403378878603,3.872168518,236.915,22.2024553730819,0.787719264295661,"no",3.80180585951435,0.550450364204271,1.35381469067801,5.46770142701588
"1405","lancaster.uk",-2.628417566,53.98562471,2011,2,13,"K","Poaceae","AGROSTIS CAPILLARIS",5,4.816799806,47.58116257,-30.16846849,274.474,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27724.64646,0,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",70,169.45,1188.909756,9.088636364,701.643883,2.3237,"0","0","1","2","K",0.02772464646,36.0689901471876,1.73737104743589,4.816799806,118.615,22.8580611887142,0.816728371182045,"no",3.58543349749518,0.552373078399486,1.5721097668924,4.77588295411433
"1406","lancaster.uk",-2.628417566,53.98562471,2011,2,14,"Control","Poaceae","AGROSTIS CAPILLARIS",5,4.173814464,47.73856861,-29.45882345,318.218,0.0127,2307.7516,18.406157,510.1019,4341.953,100.39722,25392.906,1031.9001,703.9263,8.137283,53.82685,4.94109,0.8722098,0.08053738,25056.53543,0,0,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",60,178.55,1188.909756,9.088636364,701.643883,2.3237,"0","0","0","2","Control",0.02505653543,39.9097474107577,1.66575880997607,4.173814464,107.13,22.1101628333587,0.783635523599941,"no",3.68662059006937,0.510280761341056,1.42883035725978,4.67404305027447
"1407","lancaster.uk",-2.628417566,53.98562471,2011,2,15,"P","Poaceae","AGROSTIS CAPILLARIS",5,3.659181693,48.24338875,-30.73674831,284.19,0.0165,3342.7908,15.682824,6025.176,5183.388,75.1338,6953.796,2190.3372,822.0096,8.458884,125.80992,8.555364,0.4471848,0.1644984,17223.63636,0,1,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",30,277.8,1188.909756,9.088636364,701.643883,2.3237,"0","1","0","2","P",0.01722363636,58.0597487718906,2.12451169806281,3.659181693,83.34,23.457763688406,0.843263880017964,"no",4.06147263154425,0.753541986823897,1.29723954126774,4.42292862599431
"1408","lancaster.uk",-2.628417566,53.98562471,2011,2,16,"NP","Poaceae","AGROSTIS CAPILLARIS",5,3.913793211,47.34920384,-29.206502,295.3,0.0156,2330.33025,18.04982,765.41275,3384.34125,77.677675,22441.5325,1228.7325,559.44025,14.84896,130.046775,5.02857,0.257584,0.09881945,18929.48718,1,1,0,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",65,324.3,1188.909756,9.088636364,701.643883,2.3237,"1","1","0","2","NP",0.01892948718,52.8276329142478,2.06756431052983,3.913793211,210.795,21.8445035362196,0.771880687443345,"no",3.96703440446066,0.726371252887728,1.36450703441516,5.35088609722082
"1409","lancaster.uk",-2.628417566,53.98562471,2011,2,17,"NPK","Poaceae","AGROSTIS CAPILLARIS",5,4.090590077,47.70563921,-30.88219329,343.415,0.0117,3933.92805,17.199455,851.38495,4651.725,81.48868,22729.044,1186.30915,385.520655,9.346389,193.13008,10.128833,0.486642,0.3139318,29351.7094,1,1,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",80,276.85,1188.909756,9.088636364,701.643883,2.3237,"1","1","1","2","NPK",0.0293517094,34.069565979009,1.39364628521431,4.090590077,221.48,23.6113639967894,0.850060353840239,"no",3.52840449249602,0.331923539261409,1.40868923275348,5.40033229195477
"1410","lancaster.uk",-2.628417566,53.98562471,2011,2,18,"PK","Poaceae","AGROSTIS CAPILLARIS",5,4.675940167,47.07144583,-30.61104788,259.292,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22744.91228,0,1,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",65,134.3,1188.909756,9.088636364,701.643883,2.3237,"0","1","1","2","PK",0.02274491228,43.9658763106911,2.05581807018515,4.675940167,87.295,23.3250521687408,0.837391688882337,"no",3.7834137946394,0.720673856413655,1.54243024776234,4.46929318743674
"1411","lancaster.uk",-2.628417566,53.98562471,2011,3,19,"K","Poaceae","AGROSTIS CAPILLARIS",5,3.783226491,48.10793783,-30.10697634,987.507,0.0481,2185.6373,19.34022,1883.74705,5292.1,80.896965,18012.384,1614.81215,849.1415,10.993135,107.91073,6.8484585,0.32305865,0.080367755,20530.29106,0,0,1,"no",2009,"Lancaster","Europe","UK","Europe","mesic grassland","PERENNIAL","GRASS","C3",40,177.1,1188.909756,9.088636364,701.643883,2.3237,"0","0","1","3","K",0.02053029106,48.7085154846314,1.84275346118741,3.783226491,70.84,22.7932110044228,0.813858894001008,"no",3.88585387075028,0.611260899358412,1.33057721459622,4.26042381291463
